source 	 dest 	 fft_centralized 	 fft_DSTAP 	 flow_Centralized 	 flow_DSTAP
5502	5499	2.534998733	2.534998733	27.0	28.0
3725	2000355	1.23000123	1.23000123	36.0	30.0
6962	7238	1.433333333	1.433333333	657.0	660.0186713348268
6324	2823	0.525000328	0.525000328	1211.1046549999946	1032.5518242158187
7425	5992	0.316666667	0.316666667	4184.972025654263	3866.3869752276164
3622	3624	0.120000069	0.120000069	1699.638656171441	1640.837493383239
5773	5772	0.066666667	0.066666667	257.16916	235.00226881979367
4793	4781	1.272727273	1.272727273	330.0	364.0
6549	6255	0.766666667	0.766666667	2944.5831050000047	2927.332840583724
7272	7276	0.260869452	0.260869452	14.0	14.0
1001019	7147	0.509999745	0.509999745	5.0	5.0
4795	4778	0.909090909	0.909090909	477.152585	422.8543190907136
5115	5114	0.490909091	0.490909091	608.0	577.0
5263	5266	0.35	0.35	2074.8539299999998	1914.4260733626918
2700	2733	0.83999958	0.83999958	54.0	54.0
5564	5567	0.703448033	0.703448033	4799.000000000002	4782.000000000012
7303	2310	0.131250082	0.131250082	1669.5415756950006	1640.3593139551049
1739	1738	0.283333333	0.283333333	3501.6275580802903	2828.51197153574
4586	4584	0.791489699	0.791489699	349.5998399999999	465.0015660019679
5129	5133	0.854545455	0.854545455	1431.0	1559.0
2601	2605	0.4	0.4	2491.201894999976	1616.153987364632
1542	6803	0.4375	0.4375	399.98888999999997	384.0302115489269
2484	2513	0.036363636	0.036363636	345.19077000000027	336.02621255366284
2311	2501	0.55	0.55	4444.461446492488	4169.125585725694
1000146	5402	2.08	2.08	171.0	175.0
5373	6858	0.074999963	0.074999963	1558.4960099999985	821.9999999999998
4849	2000174	1.52	1.52	601.0	648.0
6376	6626	0.675000422	0.675000422	122.0	44.854973707604444
5274	7115	0.989999505	0.989999505	643.615805	566.0
5911	4552	0.037500023	0.037500023	241.0	241.0
2258	1695	2.09999895	2.09999895	233.43736499999994	302.9634331675384
1000450	1778	1.391998886	1.391998886	830.8971100000011	640.4487136462523
3581	3534	0.35172438	0.35172438	1600.0	1376.0
2946	2945	0.581250363	0.581250363	1115.0474649999956	1418.012819589208
4841	4840	0.416666667	0.416666667	977.21	932.7380467137829
4209	4208	0.34	0.34	288.954245	280.3250725783438
7085	7089	0.509090909	0.509090909	133.77949999999998	161.9991341937309
4144	4140	0.490909091	0.490909091	3787.4767299999958	3581.801248624807
1991	1270	1.264284811	1.264284811	596.035195	630.000244270566
1835	1938	4.574997713	4.574997713	18.21	22.001238341231346
6075	6082	1.841378675	1.841378675	2950.3775310608034	2863.253276939475
5606	6485	0.05999997	0.05999997	129.02161	82.64856019709146
5400	6857	1.349999325	1.349999325	1147.4960099999985	581.0
3328	3329	0.675	0.675	812.3935000000014	780.555362407714
1341	1331	1.436363636	1.436363636	715.3417300000044	746.3103512144295
6373	2000568	1.154999423	1.154999423	6.0	6.0
1595	2000894	0.22	0.22	0.0	0.0
4619	4983	0.472727273	0.472727273	6294.723136324235	5256.070922630593
4040	4042	0.455172728	0.455172728	1528.0726650000008	1513.7325331799184
2855	1769	1.08	1.08	655.1753949999991	631.452318030152
1000857	4788	2.744998628	2.744998628	28.0	28.0
2695	2745	1.889999055	1.889999055	0.0	1.0
4882	5449	1.033333333	1.033333333	174.0	195.0
4426	4415	0.457142857	0.457142857	7315.3181750841195	6961.583040097599
5991	2807	0.281250176	0.281250176	1163.0814949999944	1097.5802141248862
1000545	2744	1.06	1.06	135.0	135.0
4241	4236	0.225000141	0.225000141	5064.886365000021	4598.775369422971
5111	5115	0.266666667	0.266666667	1855.013619999998	1845.5983759063347
3779	3548	0.381818182	0.381818182	1236.3409749999998	1290.9011486401982
6503	6534	0.450000281	0.450000281	845.8532150000013	676.4114799369938
2295	2333	1.45	1.45	1788.8645986922809	1811.3439452402913
3765	3666	1.057142857	1.057142857	831.066465000002	785.6548328835948
6655	6662	1.236363636	1.236363636	551.0	554.0
7183	5785	1.154999423	1.154999423	39.762924999999996	69.00000000000001
4614	5550	1.73999913	1.73999913	15.0	15.0
5599	7310	2.774998613	2.774998613	2.0	16.0
1001068	4789	1.229999385	1.229999385	17.847415	18.999999999999993
3731	3752	0.832257528	0.832257528	3835.4821005270624	3382.5391216655635
5826	5831	1.251064362	1.251064362	170.80376500000006	313.7478262778488
6697	6494	0.494999753	0.494999753	17.0	23.0
1585	1586	1.01999949	1.01999949	61.0	60.0
4890	5421	2.789998605	2.789998605	31.735670000000002	62.427892026046855
1578	1576	0.245454322	0.245454322	510.0	522.3280105984711
4940	2000123	1.56000156	1.56000156	506.8419499999999	512.9984975594335
1000288	3881	0.63000063	0.63000063	434.8410399999996	599.2681132648038
4059	3517	0.127272727	0.127272727	960.1872299999999	1082.3896107426947
5815	5816	2.384998808	2.384998808	18.0	18.0
3409	3401	12.5	12.5	6611.984879947217	6442.356090030864
5943	5944	0.164999918	0.164999918	127.559	116.00209323826398
1000447	6009	0.47999976	0.47999976	316.063435	135.93542239529813
7141	1222	2.309998845	2.309998845	9.0	9.0
3730	2000315	1.36	1.36	42.0	41.0
6375	6372	0.524999738	0.524999738	32.0	35.0
1000696	2253	1.37999931	1.37999931	493.2317900000019	491.15348547131134
6366	2001058	0.96	0.96	163.0	160.0582092492826
1273	2000669	1.49999925	1.49999925	8.0	8.0
1000803	1701	1.574999213	1.574999213	207.0	197.0
5731	5749	0.675000422	0.675000422	340.6161649999997	380.5719281442791
1000597	2720	1.07999946	1.07999946	153.99999999999991	153.99999999999997
4053	3517	0.218181818	0.218181818	1166.9679550000008	1174.7444742819725
2684	2685	0.363636364	0.363636364	1976.1142995114483	2345.2965312532724
3330	3334	0.32	0.32	19.886054999999992	0.0
3785	3834	0.127272727	0.127272727	4172.5911550000155	4323.463656349164
2544	2542	0.383999693	0.383999693	0.0	0.0
7276	2190	0.149999925	0.149999925	43.0	42.0
1819	1840	4.31999784	4.31999784	0.0	53.0
1000577	1695	3.089998455	3.089998455	1019.4244999999992	789.8388121407305
1902	1279	0.374999531	0.374999531	479.0	479.0
6392	4498	1.068750668	1.068750668	1041.8811700000006	951.8136502167755
5154	5150	0.329032046	0.329032046	932.1618600000003	1421.3711957787284
3947	3979	1.254544314	1.254544314	496.0	420.0
1817	1820	0.881250551	0.881250551	1369.1200206949868	1338.0664446539429
5265	5264	1.072727273	1.072727273	394.76838999999995	390.9995635887394
6672	2001074	1.61999919	1.61999919	2.0	2.0
5378	6987	0.77999961	0.77999961	43.0	154.0
6692	2000926	0.64	0.64	188.0	188.0
1000381	3329	0.28	0.28	26.0	26.0
2717	7284	0.254999873	0.254999873	26.985805	27.531800109741894
1591	1592	0.472727273	0.472727273	1845.0	1845.0
5424	5422	0.29999985	0.29999985	102.88825500000004	139.42679289512716
4587	4588	1.514999243	1.514999243	206.045695	204.0018902854299
3682	3694	0.290322393	0.290322393	1048.9700700000017	734.1720456754948
3226	3222	1.29000129	1.29000129	0.0	0.0
5164	5161	0.02	0.02	1825.0902199999903	1469.298517398851
7098	6094	0.666666667	0.666666667	661.2372549999998	719.6501823671589
3074	1773	0.135483784	0.135483784	922.2325099999988	911.0016795634457
3018	2000454	0.87000087	0.87000087	801.5618563248087	852.3030816798746
1000302	4519	1.6	1.6	258.14972	448.65434803348666
4279	4278	0.290909091	0.290909091	3821.357054999993	3234.091109625322
5672	2000994	1.889999055	1.889999055	1.0	1.0
1000234	4061	0.78000078	0.78000078	764.0362250000003	770.6122076626327
3750	3733	0.124138017	0.124138017	510.53160000000054	426.85609413397964
3701	3702	0.677418918	0.677418918	3174.7567549999935	3122.3002940122897
2560	2524	0.225000141	0.225000141	2310.609835000045	2139.161231491222
7148	7150	1.754999123	1.754999123	1.0	1.0
5008	5009	0.566666667	0.566666667	1101.5874499999986	1247.5457576969964
6998	2731	0.497872552	0.497872552	290.16614499999974	378.3356616020176
1759	2000529	0.22	0.22	247.0	251.0
3747	3751	0.165517356	0.165517356	1519.846639999995	1562.8889369754186
2428	1719	0.771429012	0.771429012	1731.806880695006	1419.2900150792923
4813	4814	0.524999738	0.524999738	192.23161	186.00043641126064
1001027	7201	0.989999505	0.989999505	6.0	6.0
3644	3915	0.331034711	0.331034711	779.1283600000003	736.9291937069985
3033	3120	0.041379339	0.041379339	316.05489000000017	198.34434267891558
3202	3006	0.496552067	0.496552067	595.2822100000002	794.1398861709145
1000291	4275	0.63000063	0.63000063	3.0	3.0
1000634	7132	3.23999838	3.23999838	2.0	2.0
4783	5904	0.837930746	0.837930746	1884.578684999999	1901.7401374696522
1794	2749	0.929999535	0.929999535	530.9712450000007	504.79676072331904
3258	3350	0.359999712	0.359999712	3842.4891616395994	3493.9961312410674
4849	2000175	2.18	2.18	1388.3297199999988	1292.8568084528501
3583	4300	0.385714286	0.385714286	5601.984668541992	5584.501350808874
1199	1224	1.394999303	1.394999303	8.152585	9.99934538310921
1000864	7190	1.01999949	1.01999949	2.0	1.9999999999999996
5412	5418	0.89999955	0.89999955	79.615805	77.99978179436977
3087	3005	0.889655786	0.889655786	785.2847950000018	513.2233026314642
1000276	3887	1.14000114	1.14000114	8.0	9.0
3594	3593	0.579310744	0.579310744	1020.4700500000006	1039.597572196602
6735	5544	0.725	0.725	73.141475	110.64450906229942
2392	2000536	0.91199927	0.91199927	376.24594000000087	379.0344567135123
2071	2072	0.149999925	0.149999925	51.174195	26.999610016317565
2868	2000496	1.38	1.38	1287.9160249999989	1145.4121998200799
3134	3133	0.472727273	0.472727273	1896.32094085395	1766.7590970182039
3438	3452	0.12	0.12	0.0	0.0
5734	2000889	0.4	0.4	53.0	53.0
7185	7181	2.069998965	2.069998965	5.0	4.0
4552	4740	0.454545455	0.454545455	241.0	241.0
2526	2527	0.506666667	0.506666667	3591.7740865883916	3089.016581822171
1250	7267	1.672341137	1.672341137	2913.8641899159097	2756.4347919969136
5890	5893	0.610344617	0.610344617	2897.7792743330187	2714.143415881817
1001032	5817	1.154999423	1.154999423	34.0	34.000000000000014
1249	1250	4.046810233	4.046810233	1974.0381999158997	1856.249195780082
2794	2795	0.38	0.38	1136.6665349999996	940.9245292759967
1192	1191	1.529999235	1.529999235	31.768390000000004	106.9983251915862
5602	5605	1.664999168	1.664999168	16.0	15.0
4399	2000237	0.72000072	0.72000072	44.39839	45.57383039489154
1362	1354	0.47999976	0.47999976	247.0714999999997	215.75379998264748
3483	3479	0.356250223	0.356250223	918.4092899999981	702.7056386318636
1000761	1377	1.574999213	1.574999213	202.53740499999947	128.68292822202127
1205	2000617	1.1999994	1.1999994	46.0	46.000000000000014
1000945	7051	2.309998845	2.309998845	0.0	0.0
2240	2000025	1.154999423	1.154999423	37.0	36.0
2645	2641	0.150000094	0.150000094	2347.908675000003	1801.6224045576678
1000685	1411	1.784999108	1.784999108	17.0	17.0
3257	3369	0.268965703	0.268965703	716.1995000000001	637.8446946630318
4156	2000324	0.6	0.6	35.0	38.0
6910	6912	0.319149072	0.319149072	581.5620340719391	1064.5711752211191
4775	5875	0.783333333	0.783333333	1397.2097249999974	1162.4866230105104
5196	5170	0.472727273	0.472727273	293.0	274.0
2986	2881	0.566666667	0.566666667	344.26800000000037	390.0206697181858
7219	7230	1.480851694	1.480851694	114.0	116.2040189013233
2365	2000045	1.364999318	1.364999318	18.0	18.0
5055	5080	0.133333333	0.133333333	3156.6694699999966	3064.358172305282
5467	1193	2.055320024	2.055320024	182.912195	238.99878798925067
4886	7259	1.4875	1.4875	12.0	12.0
4541	4540	0.509999745	0.509999745	488.0	343.000136136459
1000691	1943	2.21999889	2.21999889	3.0	3.0
3975	3976	0.135483784	0.135483784	601.9954199999997	767.4878106682368
5760	5758	0.05	0.05	498.0	498.0
5680	5677	3.727661161	3.727661161	480.64061500000196	346.65073490326216
1615	1617	0.107142781	0.107142781	928.615805	870.0528369998216
5459	2001004	2.924998538	2.924998538	11.0	8.0
1000444	3431	0.88	0.88	845.559	864.2150227481486
7293	3530	0.509090909	0.509090909	1177.059949999996	1041.7670563176973
5782	5673	0.989999505	0.989999505	0.0	0.0
5594	5595	0.156521671	0.156521671	157.0	157.0
4933	2000170	1.12	1.12	507.76839	537.9995635887393
3984	3982	0.736362967	0.736362967	307.0	452.6822445304536
2407	2420	1.472727273	1.472727273	928.6102350000003	871.4373803961901
1000905	1650	0.31199975	0.31199975	133.0	133.0
5754	5756	0.393750246	0.393750246	128.0	121.0
7245	3488	0.116666667	0.116666667	3745.373212088724	3577.5922906052347
6070	6066	0.279310249	0.279310249	1652.4345750000023	2059.0366725858626
5669	5659	0.65	0.65	781.446645	795.9977064937231
4748	5876	0.116666667	0.116666667	1337.8583449999985	1178.0249136137281
5040	5038	0.693750434	0.693750434	874.9398450000004	694.2913548702516
1467	1466	1.934999033	1.934999033	39.0	39.0
4197	2821	0.8	0.8	621.39656	564.4215061922204
7117	5490	1.7875	1.7875	0.0	0.0
3059	3058	0.99000099	0.99000099	293.32916104802575	319.6673575808316
4243	4305	0.2	0.2	2122.6468049999967	2013.1162335077213
6219	6215	0.454545455	0.454545455	2893.052943516442	2629.6758232483717
1925	1929	0.236363636	0.236363636	22.0	28.0
5544	5560	0.2875	0.2875	108.141475	145.64450906229925
2443	2440	0.42	0.42	1454.463146692059	1496.6502279361273
4998	6236	0.993750621	0.993750621	1496.1950250000007	1889.5331044353122
3375	2000412	0.239999808	0.239999808	8.615805	6.917843953044725
4482	6520	0.029999985	0.029999985	68.01639500000002	9.0
2741	2735	0.17999991	0.17999991	76.81161	118.40182229838045
5949	5947	0.683333333	0.683333333	1031.9999999999995	1028.0000000000002
4272	4282	0.165517356	0.165517356	834.6811600000001	797.6474538178503
1000971	5735	0.455999635	0.455999635	15.0	15.0
3392	6501	1.254545455	1.254545455	2189.6078149999744	1928.6668128296085
1001048	4757	1.74	1.74	68.0	68.0
3538	4069	0.4	0.4	1172.3967399999985	1277.699187019718
2728	2711	0.536170441	0.536170441	139.37	135.54519940242423
5801	5815	1.1999994	1.1999994	3.0	3.0
2754	2755	0.32	0.32	1100.5201049999982	981.2935015301824
1786	1787	4.462502789	4.462502789	13.0	2.0
4305	4303	0.090909091	0.090909091	2122.6468049999967	2013.1162335077213
1258	2000718	0.24000024	0.24000024	60.0	65.0
1000708	1601	0.69000069	0.69000069	206.0	206.0
1000375	3808	0.39000039	0.39000039	124.0	123.0
1383	2000767	0.809999595	0.809999595	0.0	0.0
5823	5829	1.709999145	1.709999145	21.0	21.0
1000374	2779	0.33000033	0.33000033	102.0	102.0
7226	2000934	1.274999363	1.274999363	94.0	94.0
7349	1120	0.618750387	0.618750387	189.09514499999986	200.0002135113107
4656	2000014	1.58	1.58	118.0	120.0
1000012	7287	1.064999468	1.064999468	0.0	0.0
3645	2000328	0.33000033	0.33000033	369.09862500000025	321.9904058516081
3029	3005	0.563636364	0.563636364	1240.7023867700318	1304.3444845717258
4160	2000295	0.695999443	0.695999443	140.0	139.0
4208	4169	0.28	0.28	17.0	17.0
7307	7369	0.374999813	0.374999813	219.17480499999994	228.0476433049965
2011	2041	0.30967722	0.30967722	437.9042200000001	412.06039502402416
4692	4691	0.1	0.1	1184.915864999995	953.1991043589346
6525	2351	0.290909091	0.290909091	1965.3841949999992	1987.000000000005
4806	7355	0.029999985	0.029999985	91.0	73.0
3740	3739	0.542857143	0.542857143	10741.593396483346	10441.834947859195
7401	6300	0.15	0.15	2382.2952694671976	2136.138616012591
6023	6026	2.005715432	2.005715432	10.0	0.0
7077	7076	1.754999123	1.754999123	0.0	0.0
4670	6122	0.416666667	0.416666667	468.0	451.0
7183	7187	1.85999907	1.85999907	3.0	3.0
2252	2000696	2.054998973	2.054998973	86.0	77.0
6521	6523	0.1125	0.1125	3017.0	3016.9999999999823
2456	2440	0.366666667	0.366666667	3106.6419800000085	2831.023472817542
1000626	5620	1.91999904	1.91999904	8.667755000000001	29.985062117821105
7146	7147	1.094999453	1.094999453	7.0	7.0
5359	5349	0.570731986	0.570731986	8613.0543761716	8027.543480033099
7134	7016	4.454997773	4.454997773	33.0	49.0
4326	4329	0.32	0.32	0.0	0.0
3994	6204	0.037500023	0.037500023	552.2377299999999	567.000191200023
2400	2403	0.551999558	0.551999558	0.0	0.0
4178	4327	0.2	0.2	2105.522175008995	1838.1464777232973
3227	3221	0.331034711	0.331034711	463.4059536505074	762.8031763120143
7117	2001025	2.15999892	2.15999892	34.0	34.0
1000095	6197	0.7	0.7	20.0	20.0
3766	3795	0.375	0.375	2952.980789999992	2561.511947865401
1214	5419	1.784999108	1.784999108	273.76838999999995	285.27808737149246
1000605	2746	1.124999438	1.124999438	246.99999999999997	247.00000000000003
5996	2000268	0.8	0.8	105.57193999999994	75.8074040168316
1280	7394	0.075	0.075	1293.0	1307.0
3586	3587	0.581818182	0.581818182	1807.2810749999924	1838.1240549485121
1001059	6653	0.9	0.9	190.0	190.0
1749	2000544	2.309998845	2.309998845	41.89991500000001	12.029469431968876
1262	2000708	0.63000063	0.63000063	232.0	237.0
2737	6427	0.044999978	0.044999978	372.04645000000016	463.8980044980699
5639	1188	2.489998755	2.489998755	32.0	39.0
2472	2308	0.206250129	0.206250129	419.2651199999999	434.95812011379763
4891	5463	0.357446961	0.357446961	1753.1544249999947	1704.4508313880272
1000568	4637	1.364999318	1.364999318	73.079025	45.00021820563032
2098	2099	0.291428738	0.291428738	807.2983554467899	806.4100038411036
4757	4657	0.366666667	0.366666667	1448.6008799999995	1414.516483954451
1000759	1322	2.204998898	2.204998898	19.0	19.0
3462	3469	0.466666667	0.466666667	3002.1217492202563	2892.7646095739974
3010	3011	0.851612354	0.851612354	2653.8166600000295	1321.6352789206242
6397	1708	1.575000984	1.575000984	1096.6266549999957	624.5604824033021
3923	3512	0.218181818	0.218181818	1529.0778149999944	1227.4843309401338
2286	2408	1.472727273	1.472727273	2266.1139027923696	2226.5768764995623
6564	2280	0.375	0.375	3224.4979478108166	2822.3218054288495
2662	2658	50.62503165	50.62503165	369.2404799999982	241.66261327635527
2141	2153	0.65999967	0.65999967	180.99999999999997	167.99975781338242
5487	5486	2.834481781	2.834481781	4760.220499999999	4760.999781794373
6953	6948	0.17999991	0.17999991	6783.45668569521	6163.922187702779
1375	1368	4.094997953	4.094997953	34.0	34.0
1000359	3611	0.36	0.36	23.0	27.0
4550	2000154	0.86	0.86	1512.5994099999994	1581.215422654036
5436	7195	1.67999916	1.67999916	15.0	15.0
3366	2873	0.310345042	0.310345042	320.18033999999983	328.7878300657821
2531	2000488	1.007999194	1.007999194	327.0013249999999	317.3056713206413
1000103	4790	1.544999228	1.544999228	43.0	44.0
1872	1871	0.21818162	0.21818162	138.0	167.0
5305	7345	0.449999775	0.449999775	28.0	27.0
3445	3446	0.133333333	0.133333333	677.8999850000002	898.1845505491058
4265	4266	0.455999635	0.455999635	212.0	211.0
7254	6314	0.054545455	0.054545455	515.6397899999998	619.3322875426305
3357	2000384	0.24	0.24	1489.999999999998	1490.0000000000025
5263	5262	0.716666667	0.716666667	1856.384195	1724.9997817943697
5345	4876	1.545454545	1.545454545	323.2205	437.00141345107
3908	3909	0.35172438	0.35172438	1096.2222709999426	945.3586630619088
5818	2001035	1.154999423	1.154999423	1.0	1.0
1000888	5764	1.32	1.32	115.395305	112.00043641126057
7110	7385	0.1125	0.1125	2257.970699999997	2074.2434913585885
1133	1134	0.916666667	0.916666667	0.0	0.0
2571	2572	0.653333333	0.653333333	14036.179158646853	13433.653093342948
2865	2851	0.413793389	0.413793389	1446.3427999999992	1529.8741548688781
6089	6088	0.15	0.15	969.5970150000015	848.7569471934339
4916	5144	1.11063877	1.11063877	5350.059507344211	5523.627009431621
1000814	2071	0.794999603	0.794999603	24.000000000000007	23.999999999999993
5413	5414	0.134999933	0.134999933	261.3243449999999	238.22706896178556
1000439	3132	0.24000024	0.24000024	63.56859500000005	101.26376190949216
7055	4838	1.529999235	1.529999235	72.0	58.0
1000459	3427	0.72	0.72	334.4315	336.8725891377707
6038	6033	0.920689338	0.920689338	2231.249264999999	2053.688654175455
4538	6643	0.95999952	0.95999952	169.76838999999998	182.99956358873942
1000408	7446	0.42000042	0.42000042	747.1636000000001	692.48478877889
4832	2000944	2.429998785	2.429998785	5.0	5.0
1200	5548	2.144998928	2.144998928	24.615805	25.000218205630265
3287	3293	0.290909091	0.290909091	3468.3790022846797	2761.331133840391
3047	3132	24.1935328	24.1935328	3964.278277300388	3868.635395878665
5249	5243	0.554999723	0.554999723	606.7583900000003	659.7374763233187
5406	2000150	1.68	1.68	143.61580499999997	144.00021820563035
1000125	4866	1.17000117	1.17000117	420.0	430.0
4697	4696	0.072727273	0.072727273	133.0793850000001	136.75658929458896
5703	7205	0.618750387	0.618750387	502.64967499999966	439.2973984106563
1306	1305	4.364997818	4.364997818	2.0	2.0
4899	4904	0.8	0.8	2261.529844999986	1780.3866533365783
1000174	4849	1.52	1.52	460.4699999999999	475.55501365059183
1000867	6721	1.25999937	1.25999937	76.594195	99.86540038840353
1144	2000620	1.094999453	1.094999453	101.0	101.00000000000007
6807	6808	0.114893666	0.114893666	2030.3918949999954	1995.557531702844
1274	6807	1.097872808	1.097872808	2030.3918949999954	1995.557531702844
1258	1847	0.272727025	0.272727025	138.384195	159.3910956957688
2050	1822	0.744827329	0.744827329	5260.286385000051	5181.200026524734
5069	5067	0.144827686	0.144827686	0.0	0.0
1309	1325	4.664997668	4.664997668	92.0	50.0
5385	5394	0.581250363	0.581250363	2.0	2.0
7078	7081	0.17999991	0.17999991	42.49700500000001	288.2854722099827
1000306	2672	0.92	0.92	211.0	210.99999999999994
1319	2000679	1.73999913	1.73999913	69.0	69.0
2054	1832	0.143478198	0.143478198	963.0	1044.0
5419	1216	1.364999318	1.364999318	256.0	192.27808737149272
1597	2000798	0.28	0.28	1.0	1.0
1001050	6629	1.18	1.18	13.0	13.0
7230	2001037	3.764998118	3.764998118	6.0	6.0
1000910	1634	0.18000018	0.18000018	112.0	112.0
6776	6069	0.55	0.55	17.0	17.0
1000086	2294	1.26	1.26	370.1038450000004	585.330534333116
2621	2620	0.41999979	0.41999979	0.0	5.641740341408918E-4
1000560	4544	1.409999295	1.409999295	57.84194999999998	115.57694932010347
2779	3338	0.263999789	0.263999789	3867.050264999996	3678.402584451318
1731	3146	0.133333333	0.133333333	16715.069805634997	16899.878100583195
1235	6664	1.333333333	1.333333333	1229.774284999994	1287.1514998565297
3815	2831	0.175	0.175	1032.1525850000003	974.0014365899503
2274	2275	1.136170696	1.136170696	2845.6025778108124	2412.030374859108
5698	2000646	1.469999265	1.469999265	0.0	0.0
1928	1915	0.165517356	0.165517356	411.0	406.0
1619	1618	0.204255406	0.204255406	561.70827	576.9989432884664
3010	3120	0.66000066	0.66000066	1345.0611540837895	562.1214104326649
6139	6092	0.171428571	0.171428571	6553.511267547256	5173.548178493247
4769	6123	0.2	0.2	1354.6948299999988	1352.2165046165287
1000895	1596	0.42	0.42	2.0	2.0
3882	3918	0.054545455	0.054545455	2714.274135586725	2476.360161169108
6268	6267	0.1	0.1	2426.0	2533.0
7186	2000979	1.424999288	1.424999288	3.0	3.0
2396	2000538	0.335999731	0.335999731	202.4081849999999	191.4727889231117
7287	2000012	1.064999468	1.064999468	0.0	0.0
3924	3926	0.600000414	0.600000414	1042.8261599999996	883.4461243880598
4031	4016	0.2	0.2	3593.1239004885215	3372.2232695455086
1000220	4445	1.535998771	1.535998771	2963.999999999998	2871.9999999999986
3922	3923	0.236363636	0.236363636	1529.0778149999944	1227.4843309401338
7116	2000112	4.48	4.48	80.0	81.0
2791	2793	0.073170767	0.073170767	4301.324383061165	4434.829780744694
4735	4730	0.077419305	0.077419305	0.0	0.0
1845	1849	0.135483784	0.135483784	1472.3772599999936	1437.2716443718864
3752	3731	0.832257528	0.832257528	2822.1104549999923	2375.974465488153
1404	1366	0.884999558	0.884999558	41.0	25.0
3463	2000423	0.84	0.84	384.0	375.0
1001031	1193	2.294998853	2.294998853	0.0	0.0
1875	1876	0.578571015	0.578571015	641.0	694.0
2584	2000461	1.079999136	1.079999136	89.0	88.00047165943984
3197	3198	0.418181818	0.418181818	1379.5868947916508	1095.1896180940814
7005	6513	0.054545455	0.054545455	290.83130499999885	191.2824651185041
5793	5797	1.049999475	1.049999475	15.0	15.0
1159	2000177	1.415998867	1.415998867	1087.9999999999995	1088.0000000000007
4362	6415	0.791999366	0.791999366	0.0	0.0
3695	3680	0.293333333	0.293333333	13035.542359830393	11307.726657095202
3473	2886	0.641379753	0.641379753	228.9628149999995	56.37379822333826
2028	2006	0.53999973	0.53999973	193.99999999999994	225.99999999999994
1254	1252	0.541935134	0.541935134	107.0	126.0
1402	1300	2.69999865	2.69999865	59.0	24.999999999999993
5689	2000999	2.849998575	2.849998575	0.0	0.0
1000737	1253	0.86	0.86	624.0	623.9999999999995
6621	3270	0.289655372	0.289655372	346.3340400000001	311.534421448497
3053	3024	0.143999885	0.143999885	3225.377736130145	2642.971317066072
1798	2000352	0.46	0.46	191.47997499999997	188.00052048069284
6020	6014	0.620689441	0.620689441	713.3445349999939	964.2854153113757
2800	2799	0.581250363	0.581250363	895.3166450000011	881.106215729407
1152	2623	1.649999175	1.649999175	409.00000000000097	408.99999999999915
6718	4801	0.523404478	0.523404478	214.0	413.0
2690	6437	0.982979142	0.982979142	568.3775310608053	490.25327693947105
4432	4429	0.558621075	0.558621075	142.59329000000002	140.32155773538997
1851	1914	0.270967567	0.270967567	24.0	27.0
6246	6124	0.7	0.7	173.0	220.0
3773	3825	0.103448347	0.103448347	1105.988644261071	901.889548931436
7097	4796	1.383333333	1.383333333	160.30517000000003	208.99803614932753
3244	7446	0.272727025	0.272727025	759.128050769539	667.1618332941891
3326	3327	0.175	0.175	1244.6769304982943	2560.43976497473
1576	1578	0.245454322	0.245454322	319.0	321.9999999999998
2829	3813	0.263999789	0.263999789	1719.1120751202245	2227.1068492958684
1357	1299	1.37999931	1.37999931	67.81721999999998	38.999893244344705
1958	2027	1.470966793	1.470966793	182.0	197.0
1506	1515	0.7	0.7	438.0	438.0000000000002
2778	3807	0.31199975	0.31199975	2235.7977345852514	2199.699669044536
6367	4567	0.416666667	0.416666667	798.62322	721.2611516628584
1000720	1579	0.33000033	0.33000033	90.0	90.0
1001073	5853	0.1	0.1	16.0	16.0
6920	6917	0.582857476	0.582857476	617.7772850000002	571.7777492956234
4309	4310	0.381818182	0.381818182	1132.282019999998	947.8585002775615
4838	4840	0.809999595	0.809999595	63.0	49.0
6160	3591	0.600000293	0.600000293	4896.037570000079	4827.815433030826
4878	5392	1.016666667	1.016666667	1714.812649999996	1654.951267988545
2578	2000448	0.719999424	0.719999424	221.29152499999998	189.84758951498173
4551	4552	0.634286077	0.634286077	1127.42989	1115.0268846424942
1375	1373	0.395744849	0.395744849	650.0	649.9999999999987
1000204	1132	0.52	0.52	378.0	379.0
1000116	4875	2.46	2.46	12.0	12.0
1560	2000684	0.48	0.48	355.0	355.0
5664	5682	1.531915545	1.531915545	456.836485	579.7219126285055
5989	4530	0.383333333	0.383333333	2502.6724249999984	2320.9299874263043
1701	2000803	1.574999213	1.574999213	39.0	39.0
3776	2000363	0.39000039	0.39000039	905.0000000000001	904.9999999999992
2108	2111	1.75	1.75	607.23161	823.0000000000001
4202	4345	0.346666667	0.346666667	4276.663544014421	4536.629323566739
2985	2984	0.337500211	0.337500211	106.35389000000005	119.61757802007935
3625	3626	0.217021369	0.217021369	11924.439191759873	11769.737568369948
3127	3157	0.218181818	0.218181818	2641.2654361440323	2512.781215511717
4894	5403	0.766666667	0.766666667	828.5244150000001	723.9981543718768
2125	2000578	1.66	1.66	281.00000000000006	270.00000000000034
1219	1192	0.974999513	0.974999513	13.0	12.999999999999998
4156	4177	0.6	0.6	3066.3397829487976	3039.8425226649497
4885	4886	2.068085986	2.068085986	480.2852950000005	567.9874409866289
