~,Tail,Head,Capacity (veh/h),Length,Free Flow Time,B,Power,Speed,Toll ,Type,;
,219541,20809,0,1.413165,0,0.8,2.3,30,0,2,
,219542,219541,0,0.099973,0,0.92,2.3,55,0,2,
,210858,210859,31581,3.097495,3.204305,1.881291,2,55,0,2,
,210858,20812,2400000,3.720028,7.440057,0.8,2.3,30,0,2,
,210859,210860,33129,2.889594,2.375009,1.572944,2,70,0,2,
,210860,209610,33129,1.284119,1.05544,1.572944,2,70,0,2,
,210863,210861,31581,3.308292,3.422371,1.881291,2,55,0,2,
,20811,210866,2400000,3.891949,7.783899,0.8,2.3,30,0,2,
,210873,210874,81656,0.705408,0.813933,0.8,2.3,50,0,2,
,210870,235489,31581,5.402524,4.44043,0.8,2.3,70,0,2,
,235488,20811,0,0.505971,0,0.8,2.3,30,0,2,
,235488,210863,0,1.753261,0,0.92,2.3,55,0,2,
,210868,210869,33129,0.081753,0.084573,1.572944,2,55,0,2,
,210867,210868,85679,0.334747,0.34629,0.8,2.3,55,0,2,
,210872,210873,69588,0.369904,0.599845,0.8,2.3,30,0,2,
,210869,210871,85679,0.329891,0.341267,0.8,2.3,55,0,2,
,210869,210870,33129,0.012624,0.013059,1.572944,2,55,0,2,
,210871,210872,85679,0.053651,0.055501,0.8,2.3,55,0,2,
,210878,210879,31581,0.537898,0.556446,0.92,2.3,55,0,2,
,210878,210880,75220,0.604086,0.823754,0.8,2.3,40,0,2,
,210874,20845,2400000,1.273761,2.547521,0.8,2.3,30,0,2,
,210877,210878,85679,0.768156,0.808585,1.12,2,55,0,2,
,210875,210877,85679,0.823019,0.866335,0.8,2.3,55,0,2,
,210874,210875,81656,0.020916,0.024134,1.12,2,50,0,2,
,210880,210881,75220,1.011545,1.379379,0.8,2.3,40,0,2,
,210881,210882,75220,0.474835,0.647502,0.8,2.3,40,0,2,
,210882,209622,75220,0.011554,0.015756,1.12,2,40,0,2,
,211070,211071,42840,2.916424,3.06992,0.8,2.3,55,0,2,
,211055,23542,2400000,1.058821,2.117642,0.8,2.3,30,0,2,
,20909,211072,2400000,3.595155,7.19031,0.8,2.3,30,0,2,
,211056,211075,79242,1.525991,1.86856,1.12,2,45,0,2,
,211065,20911,2400000,1.414022,2.828045,0.8,2.3,30,0,2,
,211041,211046,39621,5.374808,6.44977,0.8,2.3,45,0,2,
,211053,235484,31581,3.770079,3.900082,0.92,2.3,55,0,2,
,211055,211058,79170,0.516901,0.544106,0.8,2.3,55,0,2,
,211040,211042,0,2.195402,0,1.881291,2,0,0,2,
,235480,211041,31581,4.302624,5.268519,0.92,2.3,45,0,2,
,235480,211040,31581,3.833475,4.694051,1.881291,2,45,0,2,
,211043,211044,0,1.907847,0,0.92,2.3,55,0,2,
,211045,211044,0,2.966342,0,0.92,2.3,55,0,2,
,211042,211043,0,0.090525,0,0.92,2.3,55,0,2,
,211047,211048,31581,1.695382,2.075978,1.881291,2,45,0,2,
,211048,211051,31581,2.997849,3.15563,1.881291,2,55,0,2,
,211048,211049,31581,0.475276,0.500291,1.881291,2,55,0,2,
,211051,211052,39621,2.014202,2.46637,1.12,2,45,0,2,
,211046,211051,39621,0.775512,0.949606,1.12,2,45,0,2,
,211054,211052,31581,1.044764,1.099751,1.881291,2,55,0,2,
,211054,211053,31581,0.147395,0.155153,0.92,2.3,55,0,2,
,211052,211055,39621,1.075805,1.317312,0.8,2.3,45,0,2,
,211049,211056,31581,3.926371,4.133022,1.881291,2,55,0,2,
,20912,211057,2400000,2.843555,5.68711,0.8,2.3,30,0,2,
,211059,211060,85679,0.096566,0.101649,0.8,2.3,55,0,2,
,211049,20912,2400000,1.041061,2.082121,0.8,2.3,30,0,2,
,211059,211056,79242,0.239851,0.293695,0.8,2.3,45,0,2,
,211061,211057,42840,0.556253,0.58553,0.8,2.3,55,0,2,
,211064,211065,79242,0.572205,0.70066,0.8,2.3,45,0,2,
,211063,211060,85679,0.149786,0.157669,0.8,2.3,55,0,2,
,211057,211064,85679,0.134267,0.141334,0.8,2.3,55,0,2,
,211062,211063,85679,0.105906,0.11148,0.8,2.3,55,0,2,
,211057,211062,85679,0.075344,0.079309,0.8,2.3,55,0,2,
,235485,20908,2400000,4.07702,8.154039,0.8,2.3,30,0,2,
,210876,209582,0,3.927179,0,1.881291,2,55,0,2,
,211067,235485,31581,1.27343,1.340453,0.92,2.3,55,0,2,
,211066,211067,31581,1.750486,1.842616,0.92,2.3,55,0,2,
,210876,211066,31581,1.620427,1.705712,0.92,2.3,55,0,2,
,211068,235484,31581,2.674729,2.815505,0.92,2.3,55,0,2,
,235485,211068,31581,1.209644,1.273309,0.92,2.3,55,0,2,
,235484,20909,2400000,0.642597,1.285194,0.8,2.3,30,0,2,
,20908,211070,2400000,1.32912,2.658239,0.8,2.3,30,0,2,
,211069,211070,42840,0.012617,0.013281,0.8,2.3,55,0,2,
,235483,211072,42840,4.315346,4.542469,0.8,2.3,55,0,2,
,235483,211073,42840,0.972803,1.024003,1.12,2,55,0,2,
,211077,211079,31581,3.237349,3.407735,1.881291,2,55,0,2,
,23543,211079,2400000,1.837348,3.674696,0.8,2.3,30,0,2,
,211080,211079,31581,3.96209,6.425011,0.92,2.3,30,0,2,
,211072,211079,31581,5.783188,6.087566,1.881291,2,55,0,2,
,23542,235483,2400000,0.510136,1.020272,0.8,2.3,30,0,2,
,211076,23543,2400000,1.875152,3.750304,0.8,2.3,30,0,2,
,20911,211078,2400000,1.964185,3.928369,0.8,2.3,30,0,2,
,211075,211076,31581,0.549608,0.701627,0.8,2.3,45,0,2,
,211074,211075,79170,0.138306,0.145585,0.8,2.3,55,0,2,
,211074,211073,31581,0.197937,0.197937,1.572944,2,60,0,2,
,211073,211075,31581,0.05596,0.061047,1.572944,2,55,0,2,
,211058,211074,79170,0.486463,0.512067,1.12,2,55,0,2,
,211076,211077,31581,0.036044,0.046013,0.8,2.3,45,0,2,
,211078,211080,31581,0.213559,0.366102,0.92,2.3,30,0,2,
,211072,211071,42840,1.461866,1.538806,1.12,2,55,0,2,
,211121,211205,0,2.932417,0,0.92,2.3,55,0,2,
,211124,211125,31581,3.873937,4.077828,0.92,2.3,55,0,2,
,211129,211130,31581,0.936501,1.123802,1.572944,2,45,0,2,
,211131,211130,31581,1.171647,1.212049,1.881291,2,55,0,2,
,211135,211136,31581,6.85855,5.637164,0.8,2.3,70,0,2,
,221433,221436,0,2.050517,0,1.881291,2,55,0,2,
,215531,215530,42840,2.467004,2.552073,1.12,2,55,0,2,
,215530,211127,31581,4.348326,4.498269,1.881291,2,55,0,2,
,21006,211127,2400000,1.889377,3.778755,0.8,2.3,30,0,2,
,211131,211127,31581,3.873699,3.417969,1.881291,2,65,0,2,
,221440,211199,31581,3.164804,3.797765,1.881291,2,45,0,2,
,221439,211197,31581,2.839967,2.937897,0.92,2.3,55,0,2,
,221427,221441,31581,4.9422,5.11262,1.881291,2,55,0,2,
,221435,221445,0,6.98908,0,0.92,2.3,55,0,2,
,221312,221436,42840,1.078709,1.115906,0.8,2.3,55,0,2,
,221313,221456,31581,2.645712,2.736943,0.92,2.3,55,0,2,
,211103,211104,31581,3.630197,4.356236,1.881291,2,45,0,2,
,221415,211104,31581,2.030375,2.100388,1.881291,2,55,0,2,
,221432,215529,0,4.689179,0,0.92,2.3,55,0,2,
,221463,211120,0,5.32326,0,0.92,2.3,55,0,2,
,211089,211091,33457,2.860054,2.958676,1.572944,2,55,0,2,
,20828,211092,2400000,5.920106,11.840212,0.8,2.3,30,0,2,
,235536,219502,31581,3.227608,3.338905,0.92,2.3,55,0,2,
,221419,221424,31581,3.118091,3.225611,0.92,2.3,55,0,2,
,221420,221428,31581,4.468285,4.622364,1.881291,2,55,0,2,
,211083,211085,0,4.418479,0,0.92,2.3,55,0,2,
,211083,20828,2400000,5.524468,11.048937,0.8,2.3,30,0,2,
,211086,211085,0,5.993473,0,0.92,2.3,55,0,2,
,211086,20828,0,3.110806,0,0.8,2.3,30,0,2,
,211088,211086,0,2.715632,0,0.92,2.3,55,0,2,
,211087,211089,33457,0.413018,0.42726,1.572944,2,55,0,2,
,211090,211089,31581,0.140327,0.145166,1.881291,2,55,0,2,
,211090,211088,31581,0.120027,0.124166,0.92,2.3,55,0,2,
,20828,235536,2400000,3.350082,6.700165,0.8,2.3,30,0,2,
,211097,211099,0,5.142924,0,1.881291,2,55,0,2,
,211100,221415,0,3.345918,0,1.881291,2,55,0,2,
,211095,221416,31581,5.950249,6.15543,1.881291,2,55,0,2,
,221420,211099,31581,2.25347,2.331175,1.881291,2,55,0,2,
,211093,211094,66915,1.338491,1.60619,1.572944,2,45,0,2,
,211097,211094,31581,1.343791,1.390129,1.881291,2,55,0,2,
,211091,211093,66915,0.903584,0.934743,1.572944,2,55,0,2,
,211091,211095,31581,1.097297,1.135135,1.881291,2,55,0,2,
,211097,211096,31581,0.612064,0.63317,1.881291,2,55,0,2,
,211096,211095,31581,0.047285,0.048916,0.92,2.3,55,0,2,
,211100,211102,0,1.183219,0,0.92,2.3,55,0,2,
,211102,211103,0,0.828016,0,1.881291,2,0,0,2,
,221418,221416,31581,1.223775,1.265974,1.881291,2,55,0,2,
,221417,221418,31581,0.057684,0.059673,0.92,2.3,55,0,2,
,221417,221419,31581,0.013949,0.01443,0.92,2.3,55,0,2,
,221416,221420,31581,0.053642,0.055492,1.881291,2,55,0,2,
,211099,221421,31581,2.624769,2.715278,0.92,2.3,55,0,2,
,21011,211099,2400000,1.316576,2.633152,0.8,2.3,30,0,2,
,221421,221415,31581,1.263197,1.306756,1.881291,2,55,0,2,
,219504,221422,31581,1.733776,1.793562,1.881291,2,55,0,2,
,221423,221422,31581,2.929972,3.031005,0.92,2.3,55,0,2,
,219502,219504,31581,0.118308,0.122387,0.92,2.3,55,0,2,
,221424,211092,31581,0.750743,0.804368,0.92,2.3,53,0,2,
,221425,221426,31581,3.893987,4.028263,0.92,2.3,55,0,2,
,221423,221425,31581,0.064858,0.067094,0.92,2.3,55,0,2,
,211092,221426,31581,0.034085,0.038587,0.92,2.3,50,0,2,
,221422,221427,31581,2.301348,2.380705,0.92,2.3,55,0,2,
,221430,221433,0,4.708072,0,1.881291,2,55,0,2,
,221428,215531,31581,5.082139,5.257386,1.881291,2,55,0,2,
,221431,221428,0,1.676948,0,1.881291,2,55,0,2,
,221429,221431,0,0.659242,0,0.92,2.3,55,0,2,
,221430,221429,0,0.171198,0,0.92,2.3,55,0,2,
,221432,221428,0,2.567981,0,0.92,2.3,55,0,2,
,221433,221434,0,1.495779,0,1.881291,2,55,0,2,
,221435,221434,0,0.097331,0,0.92,2.3,55,0,2,
,221312,221313,42840,1.358313,1.405152,1.12,2,55,0,2,
,215531,221313,42840,1.582547,1.637118,1.12,2,55,0,2,
,221327,215520,41018,0.48142,0.589494,0.8,2.3,45,0,2,
,215510,215511,71101,0.795222,1.32537,1.12,2,35,0,2,
,215513,215514,31581,0.986517,1.183821,1.572944,2,45,0,2,
,215517,215515,0,4.058977,0,0.92,2.3,55,0,2,
,215518,21003,2400000,1.930213,3.860427,0.8,2.3,30,0,2,
,215519,215521,31581,3.438311,2.826009,1.881291,2,70,0,2,
,215522,215524,31581,5.056526,5.230889,1.881291,2,55,0,2,
,215526,215525,85679,6.243009,6.458284,0.8,2.3,55,0,2,
,215510,215532,31581,4.608953,4.767882,1.881291,2,55,0,2,
,236101,215494,31581,2.936411,3.324239,1.881291,2,50,0,2,
,48145,215494,4800000,3.126268,4.168357,0.8,2.3,45,0,2,
,221320,221321,31581,4.543736,4.700416,1.12,2,55,0,2,
,221314,221322,31581,5.626726,4.624706,1.881291,2,70,0,2,
,48145,238300,4800000,2.905602,3.874136,0.8,2.3,45,0,2,
,211104,221314,31581,2.260977,2.338941,1.881291,2,55,0,2,
,221314,48145,4800000,1.966323,2.621764,0.8,2.3,45,0,2,
,236101,221314,31581,0.034321,0.038855,0.92,2.3,50,0,2,
,215494,221316,31581,1.038417,1.074225,0.92,2.3,55,0,2,
,221317,221318,31581,0.096681,0.100015,1.881291,2,55,0,2,
,221315,221318,31581,0.103697,0.107273,1.881291,2,55,0,2,
,221316,221317,31581,0.080293,0.083062,1.881291,2,55,0,2,
,221315,221317,31581,0.0503,0.052035,1.881291,2,55,0,2,
,221318,221319,31581,0.028706,0.029696,0.92,2.3,55,0,2,
,221319,221320,31581,0.064087,0.066297,0.92,2.3,55,0,2,
,221325,215512,84835,1.714544,1.804783,0.8,2.3,55,0,2,
,221321,221322,38915,2.072512,2.826153,1.12,2,40,0,2,
,221321,221326,43962,0.570536,0.611289,1.12,2,55,0,2,
,215517,221327,41018,0.538367,0.659225,1.12,2,45,0,2,
,21004,221327,2400000,0.422771,0.845541,0.8,2.3,30,0,2,
,21005,215512,2400000,0.878294,1.756587,0.8,2.3,30,0,2,
,221321,215517,38915,0.606557,0.827123,0.8,2.3,40,0,2,
,21004,215517,2400000,0.206414,0.412828,0.8,2.3,30,0,2,
,221322,221323,31581,0.883473,1.262104,1.12,2,40,0,2,
,21005,221322,2400000,0.749094,1.498187,0.8,2.3,30,0,2,
,215526,221324,85679,0.115332,0.119309,0.8,2.3,55,0,2,
,221325,221324,85679,0.079577,0.083765,1.12,2,55,0,2,
,221323,221325,31581,0.195484,0.279263,0.8,2.3,40,0,2,
,221326,215513,43962,0.888367,0.951822,1.12,2,55,0,2,
,221326,221328,44383,0.809625,0.852237,1.12,2,55,0,2,
,215510,215513,98330,1.14533,1.073747,0.12,3.2,50,0,2,
,221328,221327,33017,0.381012,0.439629,1.881291,2,55,0,2,
,221328,215510,44383,0.380447,0.40047,0.8,2.3,55,0,2,
,215512,215513,98330,0.772347,0.724075,0.12,3.2,55,0,2,
,215516,215519,0,2.90299,0,0.92,2.3,0,0,2,
,215519,215522,75220,3.005729,4.007639,1.12,2,40,0,2,
,215515,215516,0,0.689976,0,0.92,2.3,55,0,2,
,215519,215518,69588,2.506323,3.957352,0.8,2.3,35,0,2,
,215511,215518,69588,0.771542,1.218224,0.8,2.3,35,0,2,
,215520,215511,31581,0.167178,0.213418,1.572944,2,45,0,2,
,215514,211129,31581,7.491289,8.989547,1.572944,2,45,0,2,
,215527,21006,2400000,4.302964,8.605928,0.8,2.3,30,0,2,
,215514,215527,31581,3.285627,2.816252,1.881291,2,67,0,2,
,215527,215528,31581,0.134484,0.152246,0.92,2.3,50,0,2,
,215529,215525,31581,0.096246,0.099565,1.881291,2,55,0,2,
,215530,215525,33457,0.06724,0.069559,1.881291,2,55,0,2,
,211131,211129,0,0.819414,0,1.881291,2,55,0,2,
,21003,215521,2400000,4.659892,9.319783,0.8,2.3,30,0,2,
,215532,215521,0,3.056076,0,1.881291,2,55,0,2,
,221437,221438,31581,4.254882,5.105859,1.881291,2,45,0,2,
,216077,221438,31581,3.778241,4.277254,1.881291,2,50,0,2,
,215532,221439,31581,4.087955,4.22892,1.881291,2,55,0,2,
,221439,221440,31581,1.517813,1.570151,1.881291,2,55,0,2,
,21002,215524,2400000,2.062527,4.125054,0.8,2.3,30,0,2,
,215524,216077,31581,1.836122,1.899437,0.92,2.3,55,0,2,
,215521,21002,2400000,0.991646,1.983292,0.8,2.3,30,0,2,
,215521,221437,31581,1.400234,1.150877,0.92,2.3,70,0,2,
,221438,221440,31581,0.673984,0.697225,1.881291,2,55,0,2,
,211113,235458,31581,3.204328,3.845194,1.881291,2,45,0,2,
,20913,221448,2400000,1.056691,2.113382,0.8,2.3,30,0,2,
,235456,221447,31581,4.978584,5.150259,1.881291,2,55,0,2,
,221445,221449,85679,6.226368,6.441071,0.8,2.3,55,0,2,
,20914,235458,2400000,5.304901,10.609801,0.8,2.3,30,0,2,
,221460,211115,31581,7.272166,7.52293,1.881291,2,55,0,2,
,221460,211119,31581,5.65411,5.84908,1.881291,2,55,0,2,
,221446,221448,31581,0.515441,0.533215,0.92,2.3,55,0,2,
,211113,211116,31581,2.163385,2.237985,1.881291,2,55,0,2,
,211109,211110,31581,1.742609,1.802699,1.881291,2,55,0,2,
,221441,221445,85679,3.174534,3.284001,1.12,2,55,0,2,
,221444,235457,31581,3.350274,3.4658,0.92,2.3,55,0,2,
,221441,235456,31581,3.495894,3.616442,0.92,2.3,55,0,2,
,235457,221446,31581,1.259694,1.303132,0.92,2.3,55,0,2,
,20915,211050,2400000,1.895795,3.79159,0.8,2.3,30,0,2,
,211050,221442,31581,0.540128,0.558753,0.92,2.3,55,0,2,
,221444,221441,85679,0.375545,0.388495,1.12,2,55,0,2,
,221442,221443,31581,0.583889,0.604023,1.881291,2,55,0,2,
,221444,221443,85679,0.134312,0.138944,1.12,2,55,0,2,
,235456,20914,2400000,1.530534,3.061068,0.8,2.3,30,0,2,
,20914,235457,2400000,3.211276,6.422551,0.8,2.3,30,0,2,
,20913,221446,2400000,0.547111,1.094221,0.8,2.3,30,0,2,
,221454,20902,2400000,2.572174,5.144349,0.8,2.3,30,0,2,
,221453,221436,85679,0.997258,1.031646,1.12,2,55,0,2,
,221454,221455,31581,2.919661,2.399721,1.572944,2,70,0,2,
,221455,20902,2400000,2.487209,4.974419,0.8,2.3,30,0,2,
,221450,221451,85679,0.281564,0.291274,1.12,2,55,0,2,
,221449,221450,85679,0.031594,0.032683,0.8,2.3,55,0,2,
,221451,221453,85679,0.868081,0.898014,0.8,2.3,55,0,2,
,221452,221454,31581,0.693601,0.570083,0.8,2.3,70,0,2,
,221451,221452,31581,0.048493,0.039857,0.8,2.3,70,0,2,
,221436,221455,31581,2.868322,2.96723,1.881291,2,55,0,2,
,221457,221458,31581,0.049243,0.050941,0.92,2.3,55,0,2,
,221455,221459,31581,0.569797,0.468326,1.572944,2,70,0,2,
,221456,221457,31581,0.08509,0.088024,0.92,2.3,55,0,2,
,221458,221459,31581,1.341022,1.387264,0.92,2.3,55,0,2,
,221462,211124,31581,0.452914,0.468531,0.92,2.3,55,0,2,
,221462,211135,31581,0.79513,0.653531,0.8,2.3,70,0,2,
,221459,221461,31581,0.437444,0.359543,1.572944,2,70,0,2,
,221460,221463,31581,0.439029,0.454168,1.881291,2,55,0,2,
,221461,221463,31581,0.142647,0.117244,1.881291,2,70,0,2,
,221461,221462,31581,0.171452,0.140919,1.572944,2,70,0,2,
,221460,221459,31581,0.144933,0.149931,1.881291,2,55,0,2,
,211105,235459,39621,2.801154,3.361385,0.8,2.3,45,0,2,
,221465,221447,31581,5.244986,6.293983,1.881291,2,45,0,2,
,211107,235460,31581,2.093274,2.165456,0.92,2.3,55,0,2,
,235460,20907,2400000,6.180663,12.361325,0.8,2.3,30,0,2,
,235459,211106,39621,3.71491,4.457892,0.8,2.3,45,0,2,
,235460,211108,31581,3.672305,3.798936,1.881291,2,55,0,2,
,211107,211105,31581,2.805667,3.366801,1.881291,2,45,0,2,
,221464,211105,42840,0.502683,0.52914,1.12,2,55,0,2,
,221448,221465,31581,1.144939,1.205199,1.881291,2,55,0,2,
,211107,221465,31581,0.042232,0.044455,1.881291,2,55,0,2,
,221447,211113,31581,0.009551,0.010054,1.881291,2,55,0,2,
,235459,20907,2400000,4.604578,9.209155,0.8,2.3,30,0,2,
,211108,211111,31581,1.797516,1.892122,0.92,2.3,55,0,2,
,211109,211111,31581,0.364424,0.383604,0.92,2.3,55,0,2,
,48395,238351,4800000,1.356536,1.808714,0.8,2.3,45,0,2,
,48395,211106,4800000,1.564661,2.086214,0.8,2.3,45,0,2,
,48395,211108,4800000,1.593807,2.125077,0.8,2.3,45,0,2,
,211106,209543,39621,0.074289,0.089147,1.12,2,45,0,2,
,211108,209543,31581,0.0741,0.076655,1.881291,2,55,0,2,
,20906,209542,2400000,0.925435,1.85087,0.8,2.3,30,0,2,
,209542,209543,31581,0.164089,0.169747,1.881291,2,55,0,2,
,211118,211122,31581,6.043292,5.332317,0.92,2.3,65,0,2,
,211117,211110,31581,0.972061,1.00558,1.881291,2,55,0,2,
,211123,211122,31581,1.577622,1.632022,1.881291,2,55,0,2,
,235458,211112,31581,0.653907,0.784689,0.92,2.3,45,0,2,
,211112,211116,31581,3.965626,4.102372,1.881291,2,55,0,2,
,211114,211115,31581,0.154797,0.160135,0.92,2.3,55,0,2,
,211114,211112,31581,0.414914,0.429221,0.92,2.3,55,0,2,
,211116,211117,31581,0.013842,0.014319,1.881291,2,55,0,2,
,211119,211118,31581,0.113015,0.116912,0.92,2.3,55,0,2,
,211120,211121,0,0.10142,0,0.92,2.3,55,0,2,
,211110,235453,31581,2.519034,2.605897,0.92,2.3,55,0,2,
,211123,235453,31581,1.091135,1.128761,0.92,2.3,55,0,2,
,211192,21895,2400000,2.404418,4.808836,0.8,2.3,30,0,2,
,211130,211193,31581,4.197367,4.342103,0.92,2.3,55,0,2,
,211191,211196,31581,5.356149,5.540844,1.881291,2,55,0,2,
,211196,21895,2400000,5.454316,10.908632,0.8,2.3,30,0,2,
,211191,236093,31581,1.902755,2.537006,0.8,2.3,40,0,2,
,236093,21895,2400000,1.166041,2.332082,0.8,2.3,30,0,2,
,236093,236092,31581,3.858022,5.14403,0.8,2.3,40,0,2,
,211203,211204,0,3.766126,0,1.881291,2,55,0,2,
,211192,211206,0,5.971191,0,1.881291,2,0,0,2,
,211192,211207,31581,6.722579,6.954391,1.572944,2,55,0,2,
,211207,211208,31581,7.617657,6.261087,0.92,2.3,70,0,2,
,211127,211128,31581,2.344198,2.425033,1.881291,2,55,0,2,
,211126,211128,31581,1.721941,1.781318,1.881291,2,55,0,2,
,211132,211134,31581,1.302146,1.562575,0.8,2.3,45,0,2,
,211133,211188,31581,1.612898,1.668515,0.92,2.3,55,0,2,
,211126,211125,31581,1.457848,1.508119,0.92,2.3,55,0,2,
,211130,211132,31581,2.503199,3.003839,1.572944,2,45,0,2,
,211133,211132,0,1.840235,0,1.881291,2,70,0,2,
,211128,211133,31581,1.793777,1.855631,1.881291,2,55,0,2,
,211134,211190,31581,1.506959,1.808351,0.8,2.3,45,0,2,
,211189,211190,31581,0.378557,0.454268,1.572944,2,45,0,2,
,21896,211190,2400000,0.510721,1.021442,0.8,2.3,30,0,2,
,21896,211191,2400000,0.76173,1.523459,0.8,2.3,30,0,2,
,211136,211189,31581,1.541744,1.850093,1.572944,2,45,0,2,
,211188,211189,31581,0.934699,0.96693,1.881291,2,55,0,2,
,211190,211191,31581,0.538463,0.850205,1.572944,2,35,0,2,
,211190,211192,31581,0.771974,0.926369,1.572944,2,45,0,2,
,211196,211200,31581,2.828561,3.202145,1.881291,2,50,0,2,
,211200,211202,31581,4.811047,4.976944,0.92,2.3,55,0,2,
,211195,211196,31581,1.832674,1.895869,1.881291,2,55,0,2,
,211194,211195,31581,0.956731,0.989722,0.92,2.3,55,0,2,
,211193,211194,31581,0.06776,0.070097,0.92,2.3,55,0,2,
,211198,211200,31581,1.493305,1.544799,1.881291,2,55,0,2,
,211197,211198,31581,0.361951,0.374432,1.881291,2,55,0,2,
,211199,211198,31581,1.041854,1.07778,1.881291,2,55,0,2,
,211202,211203,31581,0.161663,0.167238,1.881291,2,55,0,2,
,211205,211206,0,1.91931,0,0.92,2.3,0,0,2,
,211207,209520,31581,1.830038,2.196046,1.572944,2,45,0,2,
,211209,211234,31581,1.823543,1.736708,1.881291,2,60,0,2,
,236092,21893,2400000,6.070927,12.141854,0.8,2.3,30,0,2,
,211209,21893,2400000,3.912321,7.824641,0.8,2.3,30,0,2,
,211208,211209,31581,0.267054,0.254337,0.92,2.3,60,0,2,
,21894,211234,2400000,0.636187,1.272374,0.8,2.3,30,0,2,
,211201,211234,31581,1.044492,1.080509,1.881291,2,55,0,2,
,236092,211201,31581,1.555408,2.222012,1.572944,2,40,0,2,
,21894,211235,2400000,0.757955,1.515909,0.8,2.3,30,0,2,
,211201,211204,31581,0.050987,0.055622,1.572944,2,55,0,2,
,23779,222316,2400000,5.171952,12.412684,0.8,2.3,25,0,2,
,201904,235991,33129,1.007043,1.726359,0.92,2.3,30,0,2,
,22305,235991,2400000,1.394926,3.347823,0.8,2.3,25,0,2,
,201905,201906,33129,1.150364,1.972053,0.92,2.3,35,0,2,
,201574,201573,85679,3.370503,4.044604,1.12,2,55,0,2,
,201982,221767,39621,3.034858,4.335511,1.12,2,45,0,2,
,221766,235908,31581,4.676038,6.680054,0.92,2.3,45,0,2,
,202052,235909,42840,5.103216,5.371806,0.8,2.3,55,0,2,
,202341,202340,31581,1.797535,1.892142,0.92,2.3,55,0,2,
,202353,202352,31581,0.989798,1.041893,1.881291,2,55,0,2,
,202353,202355,44251,2.359151,1.939029,1.12,2,70,0,2,
,210829,210828,31581,2.265582,3.577234,1.881291,2,35,0,2,
,235992,210828,31581,1.198264,1.239584,1.881291,2,55,0,2,
,210829,23778,2400000,2.782849,6.678839,0.8,2.3,25,0,2,
,335733,222394,34913,3.904218,6.692945,0.8,2.3,35,0,2,
,221700,222395,79920,2.380593,3.039055,0.8,2.3,45,0,2,
,222301,222302,33129,1.052454,1.148131,1.881291,2,55,0,2,
,215769,215767,31581,0.520375,0.567681,0.92,2.3,55,0,2,
,215769,215772,89856,2.566191,2.109198,2,2.35,60,0,2,
,215709,202345,31581,3.871022,4.645226,0.92,2.3,50,0,2,
,215716,202351,31581,0.589067,0.642618,0.92,2.3,55,0,2,
,221615,215769,89856,3.393981,2.789573,2,2.35,60,0,2,
,21639,221627,2400000,5.786368,11.572737,0.8,2.3,30,0,2,
,236001,215777,31581,4.940965,5.390144,0.92,2.3,55,0,2,
,221763,221807,31581,5.416524,5.908936,1.881291,2,55,0,2,
,221770,221751,31581,9.361337,10.212367,1.881291,2,55,0,2,
,221752,221753,31581,3.790189,4.134751,0.92,2.3,55,0,2,
,222338,222340,31581,4.407018,4.807656,0.92,2.3,55,0,2,
,222349,21694,2400000,2.822637,6.774328,0.8,2.3,25,0,2,
,201890,201891,85679,7.31151,8.773812,1.12,2,55,0,2,
,201892,22301,2400000,4.688836,11.253207,0.8,2.3,25,0,2,
,201893,201894,31581,2.987463,5.974926,0.92,2.3,35,0,2,
,201895,201891,31581,5.825578,6.990694,1.881291,2,55,0,2,
,235974,22311,2400000,1.331359,3.195262,0.8,2.3,25,0,2,
,201977,221924,31581,2.117787,2.541345,0.92,2.3,55,0,2,
,222185,222391,77060,3.386045,3.174417,0.8,2.3,40,0,2,
,221921,221920,0,3.992625,0,0.12,3.2,0,1,2,
,235974,335724,36443,2.37235,4.448157,0.8,2.3,35,0,2,
,221907,335699,44854,1.501304,1.732273,0.8,2.3,55,0,2,
,235975,221652,96330,3.566134,3.291816,0.12,3.2,60,0,2,
,201577,201578,31581,5.044316,9.458093,0.92,2.3,35,0,2,
,221579,336476,34978,3.86637,4.458232,1.881291,2,55,0,2,
,221582,221580,145420,2.034147,1.877674,0.12,3.2,60,0,2,
,221588,221589,86650,1.673752,1.825912,1.12,2,55,0,2,
,221588,221590,96330,1.848392,1.706208,0.12,3.2,60,0,2,
,221682,221585,44854,3.788343,4.371165,0.8,2.3,55,0,2,
,221674,221583,42994,0.950534,1.140641,1.12,2,50,0,2,
,21639,236003,2400000,6.592515,13.185029,0.8,2.3,30,0,2,
,222237,236003,31581,3.937713,5.026867,1.881291,2,45,0,2,
,222268,222269,31581,4.340522,4.735115,1.881291,2,55,0,2,
,201979,221882,33129,2.447041,2.823509,1.572944,2,55,0,2,
,201979,21767,2400000,2.321805,5.572333,0.8,2.3,25,0,2,
,222240,222238,31581,1.107716,1.278134,0.92,2.3,55,0,2,
,215827,215828,33457,0.621534,0.642967,0.8,2.3,55,0,2,
,215747,222064,31581,1.371859,1.419164,1.881291,2,55,0,2,
,222047,335586,33017,0.382406,0.441237,0.92,2.3,55,0,2,
,235821,22434,2400000,2.4045,5.770801,0.8,2.3,25,0,2,
,222052,22434,2400000,2.389608,5.73506,0.8,2.3,25,0,2,
,222128,22311,2400000,2.737759,6.570622,0.8,2.3,25,0,2,
